1552027635.2722595 893.984375
1552027635.5928404 894.06298828125
1552027636.0891628 885.74755859375
1552027636.5936382 853.590087890625
1552027637.107224 833.9197387695312
1552027637.5605242 801.6484375
1552027638.0752122 781.54541015625
1552027638.5868757 752.44677734375
1552027639.1557071 733.0802001953125
1552027640.2160661 690.1080322265625
1552027640.7752576 678.834228515625
1552027641.8563619 631.4293212890625
1552027642.871347 590.97119140625
1552027645.9956713 480.6356506347656
1552027648.6836288 380.326904296875
1552027649.2398062 370.5643615722656
1552027650.2701035 327.43023681640625
1552027652.9719224 230.6685333251953
1552027653.5088074 219.32540893554688
1552027654.6145866 176.1056365966797
1552027655.173457 145.36322021484375
1552027655.729399 125.1509780883789
1552027656.2403479 114.07562255859375
1552027656.7516677 79.54351806640625
